time,open,high,low,close,volume,tick_volume,real_volume,spread
2009-07-23 20:00:00,1.41982,1.42123,1.4119,1.4151500000000001,11083,11083,0,20
2009-07-24 00:00:00,1.41513,1.4167399999999999,1.41348,1.41523,7234,7234,0,20
2009-07-24 04:00:00,1.41526,1.4184700000000001,1.41431,1.41795,9130,9130,0,20
2009-07-24 08:00:00,1.4179,1.42267,1.41709,1.42134,17590,17590,0,20
2009-07-24 12:00:00,1.42135,1.42527,1.42075,1.42236,17597,17597,0,20
2009-07-24 16:00:00,1.42236,1.42349,1.41875,1.42325,15106,15106,0,20
2009-07-24 20:00:00,1.42324,1.4237,1.42012,1.42016,5290,5290,0,20
2009-07-27 00:00:00,1.42297,1.423,1.41712,1.42169,5472,5472,0,20
2009-07-27 04:00:00,1.42169,1.42454,1.42048,1.42441,6784,6784,0,20
2009-07-27 08:00:00,1.42439,1.42749,1.42301,1.42699,14990,14990,0,20
2009-07-27 12:00:00,1.42698,1.42969,1.42439,1.4250099999999999,16862,16862,0,20
2009-07-27 16:00:00,1.42496,1.42695,1.42034,1.42275,14822,14822,0,20
2009-07-27 20:00:00,1.4227400000000001,1.42465,1.42217,1.42421,5570,5570,0,20
2009-07-28 00:00:00,1.4242,1.42468,1.4224,1.4233500000000001,5432,5432,0,20
2009-07-28 04:00:00,1.4233500000000001,1.42793,1.42184,1.42789,9090,9090,0,20
2009-07-28 08:00:00,1.42788,1.43036,1.42604,1.42718,16571,16571,0,20
2009-07-28 12:00:00,1.42717,1.42805,1.41825,1.42057,16978,16978,0,20
2009-07-28 16:00:00,1.42056,1.42056,1.41303,1.41614,18142,18142,0,20
2009-07-28 20:00:00,1.41616,1.41836,1.41556,1.41714,7842,7842,0,20
2009-07-29 00:00:00,1.41711,1.41924,1.41392,1.41814,7418,7418,0,20
2009-07-29 04:00:00,1.4181300000000001,1.4194,1.41541,1.41617,9199,9199,0,20
2009-07-29 08:00:00,1.41619,1.41766,1.41093,1.41439,19678,19678,0,20
2009-07-29 12:00:00,1.41441,1.41607,1.40769,1.40895,19083,19083,0,20
